glohydrores_id,hybas_id,project_name,ibt_source,ibt_id,ibt_flow_direction,ibt_from,ibt_to,ibt_status,ibt_startyear,ibt_minflow,ibt_maxflow,ibt_meanflow,ibt_lengthoftransfer,ibt_link,ibt_comment
GHR06555,7110549110,Conowingo Pool-Montebello Lake,Siddik et al. 2023,CPML.PA.01,,Conowingo Pool,Lake Montebello,Completed,,,,946352.95,,,https://www.baltimorecity.gov/sites/default/files/2006_CompW%26WWplan.pdf#page=7.14
GHR06569,7110471140,Erie Canal,Siddik et al. 2023,ER.NY.02,,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,,
GHR06572,7110693700,Salt River Project - Grand Canal,Siddik et al. 2023,SRPGC.AZ.01,,Arizona Cross Cut Canal,Grand Canal Lateral 1,Completed,1903,,,,,,https://www.tempe.gov/Home/Components/FacilityDirectory/FacilityDirectory/324/2856?npage=2&sortn=FCPhone&sortd=asc
GHR06582,7110479890,MWRA Aqueducts - Weston Aqueduct,Siddik et al. 2023,WA1.MA.01,Inflow/Outflow,Wachusett Reservoir,Sudbury Reservoir Intake,Completed,,,,757082.36,,"Water flows from the Quabbin Reservoir into the Cosgrove Aqueduct.





Water flows from the Quabbin Reservoir into the Cosgrove Aqueduct.",https://www3.epa.gov/region1/npdes/hydrogp/noi/2023/cosgrove-mag360001.pdf
GHR06587,7110494640,Delaware Aqueduct,Siddik et al. 2023,DLA.NY.01,,Delaware Aqueduct (Rondout Reservoir),Delaware Aqueduct (Kensico Reservoir),Completed,1944,,,2392380.258,,,
GHR06604,7111135100,North Texas MWD Wylie WTP - Lake Texoma 1,Siddik et al. 2023,NTLT1.TX.01,Outflow,Intake 4 - Lake Texoma,SWTP 3,Completed,,,,,,,https://www.twdb.texas.gov/waterplanning/rwp/regions/C/doc/studycommission/RegionCStudy/Appendix_B_Literature_Abstracts.pdf
GHR06607,7110679250,East Branch Extension California Aqueduct,Siddik et al. 2023,EBCA.CA.03,,Silverwood Lake Diversion Point 2, East Branch California Aqueduct Diversion Point 1,Completed,1960,,,2642301,,,https://devil-canyon-project-relicensing.com/
GHR06619,7110465340,Erie Canal,Siddik et al. 2023,ER.NY.02,,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,"Water from West Canada Creek flows into the Mohawk River, which serves as the main water source for the Erie Canal.",https://en.wikipedia.org/wiki/Mohawk_River
GHR06620,7111096300,Hetch Hetchy Aqueduct - Calaveras Reservoir,Siddik et al. 2023,HHA.CA.04,,Moccasin Reservoir and Powerhouse,San Antonio Reservoir,Completed,1934,,,,,Both Don Pedro and Hetch Hetchy Aqueduct rely on water from Tuolumne River Basin,https://ww2.kqed.org/climatewatch/2011/06/10/an-assault-on-hetch-hetchy-dam-from-the-flank/
GHR06624,7111145130,All American Canal,Siddik et al. 2023,AAC.CA.03,Inflow/Outflow,All American Canal Diversion Point 2,All American Canal Diversion Point 3,Completed,1942,,,,,,https://www.usbr.gov/projects/index.php?id=514
GHR06626,7111145600,All American Canal,Siddik et al. 2023,AAC.CA.07,Inflow/Outflow,Coachella Canal Diversion Point,Warren H. Brock Storage Reservoir,Completed,1942,,,,,,https://www.usbr.gov/projects/index.php?id=514
GHR06627,7111145130,All American Canal,Siddik et al. 2023,AAC.CA.06,Inflow/Outflow,All American Canal Diversion Point 3,Coachella Canal Diversion Point,Completed,1942,,,12159480,,,https://www.usbr.gov/projects/index.php?id=514
GHR06628,7111145130,All American Canal,Siddik et al. 2023,AAC.CA.06,Inflow/Outflow,All American Canal Diversion Point 3,Coachella Canal Diversion Point,Completed,1942,,,12159480,,,https://www.usbr.gov/projects/index.php?id=514
GHR06647,7110705230,All American Canal - Mesa 6 Drain,Siddik et al. 2023,AAC.CA.09,Inflow/Outflow,All American Canal Diversion Point 4,Mesa Lateral 5,Completed,,,,,,Water is drawn from the All-American Canal and diverted into the East Highline Canal for irrigation purposes in the region.,https://en.wikipedia.org/wiki/All-American_Canal
GHR06662,7111090390,Mokelumne Aqueduct,Siddik et al. 2023,MA.CA.01,Indirect,Pardee Reservoir,Walnut Creek,Completed,1929,,,1230258.835,,"Both the hydropower system and the aqueduct are supplied by the same source, the Mokelumne River.",
GHR06667,7111000700,Eltopia Washington Aqueduct,Siddik et al. 2023,EWA.WA.01,,Columbia River,Eltopia Washington Aqueduct Source near Pfister's Airport,Completed,,,,,,May share same source of water,
GHR06675,7110529740,CBT Alva B Adams Tunnel,Siddik et al. 2023,CABAT.CO.03,Inflow,Grand Lake,Marys Lake,Completed,1900,,,,,"After exiting the Alva B. Adams Tunnel, the water flows into the Estes Power Plant near Lake Estes.",https://en.wikipedia.org/wiki/Colorado%E2%80%93Big_Thompson_Project
GHR06704,7111086820,Folsom South Canal,Siddik et al. 2023,FSC.CA.01,Outflow,American River,Folsom South Canal Diversion Point,Completed,1973,,,651090.8296,,Water flows from Folsom Lake to the Folsom South Canal,https://www.parks.ca.gov/?page_id=22909
GHR06710,7110678300,Los Angeles Aqueducts,Siddik et al. 2023,LAA.CA.10,Inflow/Outflow,Fairmont Reservoir,LAA Reservoir,Completed,1913,,,,,,https://en.wikipedia.org/wiki/Los_Angeles_Aqueduct
GHR06715,7110453040,Black River Canal,Siddik et al. 2023,BRC.NY.02,,Delta Reservoir,Lateral Canal,Completed,1855,,,,,Both depend on water from Black River Canal,
GHR06719,7110462630,Champlain Canal,Siddik et al. 2023,CC.NY.01,Indirect,Champlain Canal (Champlain Lake),Champlain Canal (Hudson river),Completed,1823,,,196841.4136,,"Both rely on water from the Hudson River. The hydropower facility is located close to the canal, which influences the water supply to the plant.",https://discovertheeriecanal.com/champlain-canal/
GHR06721,7110332430,FORT PECK  TOWN OF Channel,Siddik et al. 2023,FPTC.MT.01,,FORT PECK  TOWN OF Intake,FORT PECK  TOWN OF Treatment Plant,Completed,,,,,,,https://en.wikipedia.org/wiki/Fort_Peck_Dam
GHR06729,7110614190,FRIANT-KERN CANAL,Siddik et al. 2023,FKC.CA.01,Outflow,Millerton Lake,California Aqueduct,Completed,1951,,,3550716.268,,Water from Friant Dam is directed into the Friant-Kern Canal.,https://www.usbr.gov/projects/index.php?id=133
GHR06736,7111107500,Blackwater-Lake Prince Diversion,Siddik et al. 2023,LGP.VA.01,,Lake Gaston,Lake Prince Tributary,Completed,2007,,,95741.4336,,The Lake Gaston Water Supply Pipeline delivers water from Lake Gaston to Lake Prince.,
GHR06756,7111044380,Bear River Diversion- West Branch Canal,Siddik et al. 2023,BRD.ID.03,Indirect,Tanner Canal Division Point,North Extension Canal,Completed,1902,,,,,Both hydropower and canal uses water from same source - Bear River,https://apps.itd.idaho.gov/apps/env/cultural/ENV_GraceDamContext2017.pdf
GHR06761,7111082140,Orchard Mesa Canal 1,Siddik et al. 2023,OMC.CO.01,Inflow ,Colorado Headwaters,Gunnison River,Completed,1904,,,460445,,"The hydropower facility uses water from the Orchard Mesa Canal, and after generating electricity, it releases the water back into the Colorado River.",https://hydroreform.org/hydro-project/grand-valley/
GHR06772,7110485710,Green Springs tunnel,Siddik et al. 2023,GST.OR.01,Inflow ,Keene Creek Reservoir,McGee Lake Pipeline,Completed,,,,325545.4148,,Hydropower uses water from Green Springs tunnel,https://hydroreform.org/hydro-project/green-springs/
GHR06784,7111111870,Los Angeles Aqueducts,Siddik et al. 2023,LAA.CA.07,Inflow /Outflow,North Haiwee Reservoir Diversion Point 2,Split to Bouquet Reservoir,Completed,1913,,,,,Water from Los Angeles Aqueducts is stored in Haiwee Reservoir,https://waterandpower.org/museum/Electricity%20on%20the%20Aqueduct.html
GHR06804,7111131910,Colorado River Aqueduct,Siddik et al. 2023,CRA.CA.03,Indirect,Copper Basin Reservoir,Colorado River Aqueduct Diversion Point 1,Completed,1939,,,,,Both hydropower and canal uses water from same source - Colorado River,
GHR06813,7110494550,Delaware and Hudson Canal,Siddik et al. 2023,DHC.NY.01,Indirect,Rondout Creek,Neversink River,Completed,1828,,,280120.4732,,Both hydropower and canala uses water from same source - Delware River,
GHR06839,7111035000,Erie Canal,Siddik et al. 2023,ER.NY.05,Inflow,Cayuga-Seneca Canal,Niagara River,Completed,1825,,,337273.5744,,Uses water diverted from Erie Canal,https://hydroreform.org/hydro-project/hydraulic-race-p-2424/
GHR06842,7110378440,High Lift Canal 2,Siddik et al. 2023,HC2.WA.01,Outflow,Pasco Pumping Plant at Snake River,High Lift Canal Discharge near Burbank Slough,Completed,,,,3312235.325,,"Both use water from the Columbia River, and the water released from the Ice Harbor hydropower plant is used by the High Lift Canal.",
GHR06846,7110465340,Erie Canal,Siddik et al. 2023,ER.NY.02,,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,,
GHR06872,7110522260,Phelps County Canal,Siddik et al. 2023,PCC.NE.01,Inflow/Outflow,Philips Lake,Phelps County Canal Diversion,Completed,1940,,,,,,https://lowimpacthydro.org/wp-content/uploads/2020/07/LIHI-Recertification-Application-except-IX-Supporting-Information-Revised.pdf#page=76.09
GHR06873,7110523020,Phelps County Canal,Siddik et al. 2023,PCC.NE.01,Inflow/Outflow,Philips Lake,Phelps County Canal Diversion,Completed,1940,,,,,,https://lowimpacthydro.org/wp-content/uploads/2020/07/LIHI-Recertification-Application-except-IX-Supporting-Information-Revised.pdf#page=76.09
GHR06880,7110527640,Ontario Drain Tunnel,Siddik et al. 2023,ODT.UT.01,,Ontario Mine,Drain Tunnel Creek,Completed,,,,35994.13891,,,https://utahrails.net/mining/park-city-drain-tunnels.php
GHR06881,7111065740,Clear Creek Tunnel,Siddik et al. 2023,CCT.CA.01,,Whiskeytown Lake,Lewistown Lake,Completed,,,,,,,https://www.fisheries.noaa.gov/s3/2023-04/appendix-1-project-description-from-reclamation.pdf
GHR06887,7111105870,STILLWATER WATER PLANT Channel,Siddik et al. 2023,SWP.OK.01,Outflow,STILLWATER WATER PLANT Intake,STILLWATER WATER PLANT Treatment Plant,Completed,,,,,,Kaw reservoir supply water to Stillwater channel,https://www.poncacitynow.com/kaw-lake-facts/
GHR06893,7111102450,Barkley Canal,Siddik et al. 2023,BC.KY.01,Outflow,Lake Barkley,Kentucky Lake,Completed,,,,-17870929.11,,Kentucky Dam and Lake Barkley are connected with Barkley Canal,https://www.kentuckylake.com/lake-barkley/
GHR06915,7111096300,Hetch Hetchy Aqueduct - Calaveras Reservoir,Siddik et al. 2023,HHA.CA.04,Indirect,Moccasin Reservoir and Powerhouse,San Antonio Reservoir,Completed,1934,,,,,Both hydropower and aqueduct uses water from same source - Tuolumme River,https://www.sfpuc.gov/sites/default/files/about-us/HH_historybook-2005.pdf
GHR06940,7110702620,VACATION VILLAGE CHANNEL,Siddik et al. 2023,VVC.TX.01,,VACATION VILLAGE Intake,VACATION VILLAGE Treatment Plant,Completed,,,,,,,
GHR06947,7111039140,Erie Canal,Siddik et al. 2023,ER.NY.02,Indirect,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,Both hydropower and canal uses water same source Mohwak River,
GHR06962,7110643940,Statesville Water Supply,Siddik et al. 2023,SV.NC.01,Outflow,Lake Lookout Shoals,Statesville Water Treatment Plant,Completed,,,,,,,https://files.nc.gov/ncdeq/Water%20Quality/Planning/BPU/BPU/Catawba/Catawba%20Plans/1999%20Plan/Sec%20B%20Ch%203%2003-08-32.pdf
GHR06986,7110447460,Black River Canal,Siddik et al. 2023,BRC.NY.03,,Lateral Canal,Black River,Completed,1855,,,,,,https://en.wikipedia.org/wiki/Black_River_Canal
GHR07004,7110529740,CBT Alva B Adams Tunnel,Siddik et al. 2023,CABAT.CO.03,Inflow,Grand Lake,Marys Lake,Completed,1900,,,,,Tunnel exit at Marys Lake,https://en.wikipedia.org/wiki/Alva_B._Adams_Tunnel
GHR07013,7110471150,Champlain Canal,Siddik et al. 2023,CC.NY.01,Inflow/Outflow,Champlain Canal (Champlain Lake),Champlain Canal (Hudson river),Completed,1823,,,196841.4136,,,https://en.wikipedia.org/wiki/Champlain_Canal
GHR07039,7110593220,Hetch Hetchy Aqueduct - San Antonio Reservoir,Siddik et al. 2023,HHA.CA.02,Inflow/Outflow,Kirkwood Powerhouse,Moccasin Reservoir and Powerhouse,Completed,1934,,,,,Hydropower recieves water from San Antonio reservoir and aqueduct to generate electricity,https://www.sfpuc.gov/about-us/our-systems/hetch-hetchy-power-system
GHR07040,7110593220,Hetch Hetchy Aqueduct - San Antonio Reservoir,Siddik et al. 2023,HHA.CA.02,Inflow/Outflow,Kirkwood Powerhouse,Moccasin Reservoir and Powerhouse,Completed,1934,,,,,,https://en.wikipedia.org/wiki/Moccasin_Dam
GHR07041,7110471140,Erie Canal,Siddik et al. 2023,ER.NY.02,Inflow/Outflow,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,,https://lowimpacthydro.org/lihi-certificate-63-school-street-hydroelectric-project-new-york/
GHR07042,7110674550,East Branch Extension California Aqueduct,Siddik et al. 2023,EBCA.CA.03,Inflow,Silverwood Lake Diversion Point 2, East Branch California Aqueduct Diversion Point 1,Completed,1960,,,2642301,,It uses water from one aqueduct and supplies it to another aqueduct.,https://water.ca.gov/Programs/State-Water-Project/SWP-Facilities
GHR07047,7111088080,Putah South Canal,Siddik et al. 2023,PSC.CA.01,Outflow,Lake Solano,Putah South Canal Reservoir,Completed,1959,,,2339384.492,,"Both the hydropower facility and the canal use water from the same source, the Putah Canal. After the water is used to generate electricity, it is supplied to the Putah South Canal.",https://www.lakeberryessanews.com/page/
GHR07066,7110641320,LOG CABIN RANCH Channel,Siddik et al. 2023,LCR.CA.01,,LOG CABIN RANCH Intake,LOG CABIN RANCH Treatment Plant,Completed,,,,,,,
GHR07076,7111053770,Neversink Rondout Aqueduct,Siddik et al. 2023,NV.NY.01,Outflow,Neversink Rondout Aqueduct (Neversink Reservoir),Neversink Rondout Aqueduct (Rondout Reservoir),Completed,,,,162772.7074,,Neversink supply water to Neversink Rondout Aqueduct,https://en.wikipedia.org/wiki/Neversink_Reservoir
GHR07082,7110471140,Erie Canal,Siddik et al. 2023,ER.NY.02,,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,,
GHR07090,7111086820,Folsom South Canal,Siddik et al. 2023,FSC.CA.01,Outflow,American River,Folsom South Canal Diversion Point,Completed,1973,,,651090.8296,,The Nimbus Reservoir supplies water to the Folsom South Canal for irrigation purposes.,https://waterwrights.net/folsom-south-canal-october-29-2024/
GHR07097,7110554190,Blue River Diversion Project/Roberts Tunnel,Siddik et al. 2023,BRDPT.CO.01,,Dillon Reservoir,North Fork South Platte River,Completed,1900,,,178709.2911,,,https://pubs.usgs.gov/pp/0831a/report.pdf#page=5.34
GHR07111,7110430570,MID-DAKOTA RURAL WATER Channel,Siddik et al. 2023,MDRW.SD.01,Outflow,MID-DAKOTA RURAL WATER Intake,MID-DAKOTA RURAL WATER Treatment Plant,Completed,,,,,,Oahe reservoir supply water to Mid-Dakota channel ,https://mdrws.com/programs/waterqualityreport/
GHR07114,7111046330,Quabbin Aqueduct - Section B,Siddik et al. 2023,QAB.MA.02,Inflow ,Ware River Intake,Wachusett Reservoir Outflow,Completed,1939,,,,,,https://www3.epa.gov/region1/npdes/hydrogp/noi/2023/oakdale-mag360002.pdf
GHR07127,7111101780,California Aqueduct - Coalinga Canal,Siddik et al. 2023,CA.CA.03,Inflow/Outflow,O'Neill Forebay Diversion Point 2,Coalinga Canal Diversion Point,Completed,1960,,,,,,https://sitesproject.org/wp-content/uploads/2018/03/31-Power_Energy_SitesDraftEIR-EIS_August2017.pdf
GHR07135,7111061770,Wapello Rural Water,Siddik et al. 2023,WWA.IA.01,Indirect,Wapello Rural Water Association Source,Wapello Rural Water Association,Completed,,,,1109.709197,,Both hydropower and canal uses water from same source - Des Moines River,
GHR07146,7111090390,Mokelumne Aqueduct,Siddik et al. 2023,MA.CA.01,Outflow,Pardee Reservoir,Walnut Creek,Completed,1929,,,1230258.835,,Pardee reservoir supply water to Mokelumne Aqueduct,https://www.waterboards.ca.gov/waterrights/water_issues/programs/bay_delta/california_waterfix/exhibits/docs/EBMUD/ebmud_100.pdf
GHR07150,7110677820,Central Arizona Project,Siddik et al. 2023,CAP.AZ.01,Outflow,Lake Havasu,Bouse Hills Pump,Completed,1993,,,4992958.164,,Parker hydropower supply water to Central Arizona Project,https://www.cap-az.com/about/
GHR07163,7110686190,East Branch California Aqueduct,Siddik et al. 2023,EBCA.CA.05,Inflow, East Branch California Aqueduct Diversion Point 1,Perris Reservoir,Completed,1960,,,,,,https://www.watereducation.org/aquapedia/east-branch-aqueduct
GHR07169,7111035940,Erie Canal,Siddik et al. 2023,ER.NY.03,,Oneida Lake,Oswego Canal,Completed,1825,,,,,,https://lowimpacthydro.org/lihi-certificate-35b-oswego-river-hydroelectric-project-new-york/
GHR07172,7111143730,All American Canal,Siddik et al. 2023,AAC.CA.10,Indirect,East Highline Canal Diversion Point,Central Main Canal Diversion Point,Completed,,,,,,Hydropower is not directly located on All American Canal,https://en.wikipedia.org/wiki/All-American_Canal
GHR07217,7110592140,Hetch Hetchy Aqueduct - Mountain Tunnel,Siddik et al. 2023,HHA.CA.01,Outflow,Hetch Hetchy Reservoir,Kirkwood Powerhouse,Completed,1934,,,895249.8907,,Water from Hetch Hetchy Reservoir supply to Hetch Hetchy Aqueduct after generating power,https://www.sfpuc.gov/construction-contracts/construction-projects/mountain-tunnel-improvements
GHR07256,7111037200,Erie Canal,Siddik et al. 2023,ER.NY.05,Inflow/Outflow,Cayuga-Seneca Canal,Niagara River,Completed,1825,,,337273.5744,,,https://en.wikipedia.org/wiki/Erie_Canal
GHR07257,7111037200,Erie Canal,Siddik et al. 2023,ER.NY.05,Inflow/Outflow,Cayuga-Seneca Canal,Niagara River,Completed,1825,,,337273.5744,,,https://en.wikipedia.org/wiki/Erie_Canal
GHR07258,7111037200,Erie Canal,Siddik et al. 2023,ER.NY.05,Inflow/Outflow,Cayuga-Seneca Canal,Niagara River,Completed,1825,,,337273.5744,,,https://en.wikipedia.org/wiki/Erie_Canal
GHR07292,7110678300,Los Angeles Aqueducts,Siddik et al. 2023,LAA.CA.10,,Fairmont Reservoir,LAA Reservoir,Completed,1913,,,,,,https://hydroreform.org/hydro-project/san-fernando/
GHR07293,7110672690,Los Angeles Aqueducts,Siddik et al. 2023,LAA.CA.08,,Split to Bouquet Reservoir,Fairmont Reservoir,Completed,1913,,,,,,https://hydroreform.org/hydro-project/san-francisquito-1/
GHR07294,7110672690,Los Angeles Aqueducts,Siddik et al. 2023,LAA.CA.08,,Split to Bouquet Reservoir,Fairmont Reservoir,Completed,1913,,,,,,https://hydroreform.org/hydro-project/san-francisquito-2/
GHR07307,7110471140,Erie Canal,Siddik et al. 2023,ER.NY.02,Inflow/Outflow,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,"After generating energy at the School Street hydropower facility, the water is diverted to the Erie Canal.",https://hydroreform.org/hydro-project/school-street-p-2539/
GHR07331,7110740460,Outflow Channel,Siddik et al. 2023,OC.LA.01,Inflow/Outflow,Three Rivers Wildlife Management Area Mississippi River Channel Source,Three Rivers Wildlife Management Area Outflow Channel Discharge,Completed,,,,,,,https://hydroreform.org/hydro-project/siphon-drop/
GHR07335,7110707560,All American Canal,Siddik et al. 2023,AAC.CA.03,Inflow/Outflow,All American Canal Diversion Point 2,All American Canal Diversion Point 3,Completed,1942,,,,,,https://hydroreform.org/hydro-project/siphon-drop/
GHR07349,7111044380,Soda Canal,Siddik et al. 2023,SC.ID.01,Inflow/Outflow,Soda Creek,Soda Canal Diversion Point,Completed,,,,1086413.187,,,https://waterdata.usgs.gov/monitoring-location/10077580/
GHR07362,7110535830,Diamond Fork Outlet at SFRFC,Siddik et al. 2023,DFS.UT.10,Indirect,Monk Hollow Overflow Structure,Spanish Fork River Flow Control Structure,Completed,1998,,,,,"The hydropower facility is located downstream of the IBT project, so the water released from the IBT can impact hydropower generation.",https://www.doi.gov/cupcao/diamond-fork-system
GHR07386,7110467720,Champlain Canal,Siddik et al. 2023,CC.NY.01,Inflow/Outflow,Champlain Canal (Champlain Lake),Champlain Canal (Hudson river),Completed,1823,,,196841.4136,,,https://en.wikipedia.org/wiki/Champlain_Canal
GHR07426,7110325080,Marias River-Usa (Dept Of Interior Bureau Of Reclamation),Siddik et al. 2023,MRUBR.MT.01,Outflow,Marias River,Usa (Dept Of Interior Bureau Of Reclamation),Completed,,,,4284224.128,,Both hydropower and IBT share reservoir,
GHR07435,7110604270,Dolores Tunnel,Siddik et al. 2023,DT.CO.01,Inflow/Outflow,Dolores River,East Lateral,Completed,1901,,,157170.2979,,,https://www.doloreswater.com/infrastructure
GHR07439,7111065010,Clear Creek Tunnel,Siddik et al. 2023,CCT.CA.01,Outflow,Whiskeytown Lake,Lewistown Lake,Completed,,,,,,Control the water supply of clear creek Tunnel,https://www.trrp.net/program-structure/background/diversion-facilities-operations/
GHR07466,7110467720,Champlain Canal,Siddik et al. 2023,CC.NY.01,Inflow/Outflow,Champlain Canal (Champlain Lake),Champlain Canal (Hudson river),Completed,1823,,,196841.4136,,,https://www.canals.ny.gov/Boating-Information/Canal-Alerts/Message?id=9993113
GHR07471,7110496970,Hennepin Canal,Siddik et al. 2023,HC.IL.202,,Rock River Diversion Point 2,Hennepin Canal Diversion Point 14,Completed,1907,,,,,,
GHR07480,7110471140,Erie Canal,Siddik et al. 2023,ER.NY.02,Inflow/Outflow,Old Champlain Canal,Oneida Lake,Completed,1825,,,738155.301,,,https://www.canals.ny.gov/Boating-Information/Canal-Alerts/Message?id=4795800
GHR07482,7110667330,West Branch California Aqueduct,Siddik et al. 2023,WBCA.CA.01,Inflow/Outflow, California Aqueduct Diversion Point,Quail Lake Diversion Point 1,Completed,1960,,,1814736.33,,,https://hydroreform.org/hydro-project/w-e-warne-p-2426/
GHR07483,7111101780,California Aqueduct,Siddik et al. 2023,CA.CA.02,Inflow/Outflow,Bethany Reservoir Diversion Point 2,O'Neill Forebay Diversion Point 1,Completed,1960,,,,,Reservoir recieves water from the Sacramento-San Joaquin Delta ,https://www.watereducation.org/aquapedia/san-luis-reservoir
GHR07484,7111135970,Central Arizona Project,Siddik et al. 2023,CAP.AZ.05,Inflow/Outflow,Hassayampa Pump,Waddel Pump,Completed,1993,,,,,Reservoir recieves water from Colarado River and Agua Fria River,https://www.cap-az.com/water/cap-system/water-operations/lake-pleasant/
GHR07503,7110647500,WATTS BAR UTILITY DISTRICT Channel,Siddik et al. 2023,WBUD.TN.01,Outflow,WATTS BAR UTILITY DISTRICT Intake,WATTS BAR UTILITY DISTRICT Treatment Plant,Completed,,,,,,Hydropower and IBT share reservoir. ,https://www.tva.com/energy/our-power-system/hydroelectric/watts-bar
GHR07512,7111052450,West Delaware Aqueduct,Siddik et al. 2023,WDL.NY.01,Outflow,West Delaware Aqueduct (Cannonsville Reservoir),Delaware Aqueduct (Rondout Reservoir),Completed,1944,,,480747.2986,,Hydropower and IBT share reservoir. Reservoir recives water from another project,https://lowimpacthydro.org/lihi-certificate-151-west-delaware-tunnel-project-ny/